팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
NC,1,박민우,2B,3,3,1,1,0,0,0,0,1,0,0,11,0,0,0.375,1.037,0.71,0.024,0.10
NC,,도태훈,"PH,2B",3,2,0,0,0,0,1,0,0,2,0,10,0,2,0.000,0.167,0.24,-0.013,-0.55
NC,2,김주원,SS,5,4,1,1,0,1,0,0,1,0,3,21,0,1,0.250,0.566,0.49,0.025,-0.32
NC,3,손아섭,RF,4,3,2,2,0,0,1,0,0,1,0,14,0,0,0.462,1.148,0.47,0.085,1.72
NC,,박시원,"PR,RF",1,1,1,1,0,0,0,0,0,0,0,2,0,0,0.667,1.667,0.13,0.005,0.45
NC,4,데이비슨,1B,5,5,2,3,1,3,0,0,0,1,1,18,1,0,0.467,1.500,0.62,0.211,2.70
NC,5,박건우,CF,5,5,1,2,0,1,0,0,0,1,2,17,0,2,0.333,0.846,0.53,0.016,0.20
NC,6,권희동,LF,5,2,0,2,0,0,2,1,0,0,0,19,0,0,0.500,1.250,0.53,0.034,1.00
NC,,천재환,"PR,LF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.28,0.001,0.13
NC,7,김형준,C,5,3,0,1,0,0,1,0,0,0,1,12,0,5,0.273,0.606,0.75,0.040,0.29
NC,8,한재환,DH,4,3,0,1,0,2,0,1,1,0,0,14,0,3,0.400,0.900,1.14,-0.007,-0.52
NC,,김휘집,"PH,DH",1,1,0,0,0,0,0,0,0,0,1,3,0,0,0.125,0.425,0.06,-0.002,-0.29
NC,9,서호철,3B,5,5,0,1,0,0,0,0,0,2,1,16,1,2,0.222,0.522,0.44,-0.076,-2.39
NC,팀 합계,,,46,37,8,15,1,7,5,2,3,7,9,157,2,15,0.405,1.138,1.28,0.343,2.52
삼성,1,김지찬,CF,5,4,2,1,0,0,0,1,1,0,1,20,0,0,0.529,1.226,0.51,-0.005,0.35
삼성,2,이재현,SS,4,2,2,0,0,0,1,1,1,0,1,17,0,0,0.333,1.425,0.71,0.037,0.67
삼성,3,구자욱,LF,4,4,0,2,0,2,0,0,0,1,1,16,0,0,0.467,1.500,0.82,0.138,2.35
삼성,4,강민호,C,4,4,0,1,0,2,0,0,1,2,0,14,0,2,0.235,0.728,1.06,0.062,0.91
삼성,5,디아즈,DH,4,4,0,0,0,0,0,0,1,0,3,13,0,4,0.294,0.963,1.10,-0.144,-1.74
삼성,6,김영웅,3B,4,4,1,1,0,0,0,0,2,0,1,17,0,3,0.471,1.353,0.95,-0.073,-0.65
삼성,7,박병호,1B,4,4,1,1,1,2,0,0,1,2,0,16,0,2,0.313,1.359,0.94,-0.027,0.24
삼성,8,류지혁,2B,4,4,0,0,0,0,0,0,1,2,1,21,0,0,0.385,0.823,0.88,-0.089,-0.96
삼성,9,윤정빈,RF,3,3,0,0,0,0,0,0,1,1,1,13,0,0,0.000,0.143,0.33,-0.025,-0.45
삼성,,김헌곤,PH,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0.364,1.000,1.19,-0.030,-0.19
삼성,팀 합계,,,37,34,6,6,1,6,1,2,9,8,10,148,0,11,0.176,0.567,1.70,-0.156,0.53
