팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
롯데,1,황성빈,CF,4,4,0,0,0,0,0,0,2,0,2,12,0,3,0.000,0.000,0.79,-0.081,-1.98
롯데,,장두성,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
롯데,2,고승민,2B,4,4,0,0,0,0,0,0,1,1,2,11,0,0,0.000,0.000,0.32,-0.033,-0.84
롯데,3,나승엽,1B,4,4,0,0,0,0,0,0,0,2,2,19,0,0,0.000,0.000,0.22,-0.022,-1.14
롯데,4,레이예스,LF,4,4,1,2,0,0,0,0,0,1,1,13,0,0,0.500,1.250,0.27,-0.012,0.45
롯데,,이인한,"PR,LF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
롯데,5,윤동희,RF,4,3,1,1,0,0,1,0,0,1,1,18,0,1,0.333,0.833,0.27,0.025,-0.27
롯데,6,전준우,DH,4,2,0,1,0,0,2,0,0,0,1,14,0,1,0.500,1.250,0.44,0.058,3.13
롯데,7,손호영,3B,4,4,0,2,0,2,0,0,2,0,0,14,0,3,0.500,1.000,0.75,-0.006,0.18
롯데,8,유강남,C,3,3,0,1,0,0,0,0,1,0,1,12,0,3,0.333,0.666,0.91,0.001,0.88
롯데,,정보근,C,1,1,0,0,0,0,0,0,0,1,0,6,1,0,0.000,0.000,0.01,0.000,-1.68
롯데,9,박승욱,SS,3,3,0,0,0,0,0,0,2,0,1,9,0,3,0.000,0.000,0.95,-0.071,-2.49
롯데,,한태양,SS,1,1,0,0,0,0,0,0,0,1,0,4,0,0,0.000,0.000,0.00,0.000,-0.08
롯데,팀 합계,,,36,33,2,7,0,2,3,0,8,7,11,132,1,14,0.212,0.520,0.99,-0.141,-3.84
LG,1,홍창기,RF,5,3,0,2,0,2,1,1,0,1,0,22,0,0,0.667,1.800,0.41,0.028,2.94
LG,,최원영,"PR,RF,CF",1,0,0,0,0,1,0,0,0,0,1,5,0,1,0.000,0.000,0.00,0.000,-0.50
LG,2,김현수,LF,4,4,1,1,0,0,0,0,0,3,0,10,0,5,0.250,0.750,0.46,0.028,0.60
LG,,문성주,PH,1,1,0,0,0,0,0,0,0,1,0,3,0,1,0.000,0.000,0.02,0.000,-0.69
LG,,최승민,LF,1,1,0,0,0,0,0,0,0,1,0,4,0,1,0.000,0.000,0.00,0.000,-0.21
LG,3,오스틴,1B,5,5,1,1,0,1,0,0,1,2,1,23,1,4,0.200,0.600,0.48,0.061,-2.06
LG,,우강훈,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
LG,4,문보경,3B,5,5,3,2,1,2,0,0,1,2,0,21,0,2,0.400,1.400,0.31,0.158,2.34
LG,5,오지환,SS,5,5,2,3,1,1,0,0,2,0,0,18,0,1,0.600,1.800,0.38,0.068,3.22
LG,6,송찬의,"DH,RF",5,4,1,3,0,1,0,0,1,0,0,12,0,3,0.750,1.750,0.33,0.010,0.97
LG,7,박동원,C,5,3,2,1,0,0,2,0,0,0,2,25,0,2,0.333,0.933,0.31,-0.019,1.31
LG,,이주헌,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
LG,8,박해민,CF,4,3,0,1,0,0,0,1,2,0,0,22,0,3,0.333,0.833,0.44,-0.019,-0.36
LG,,문정빈,"PH,1B",1,1,0,0,0,0,0,0,1,0,0,5,0,2,0.000,0.000,0.00,0.000,-2.51
LG,9,구본혁,2B,4,1,2,0,0,1,2,0,0,1,0,15,0,4,0.000,0.667,0.56,0.043,-0.48
LG,,신민재,"PH,2B",1,1,0,1,0,1,0,0,0,0,0,2,0,0,1.000,2.000,0.00,0.000,1.36
LG,팀 합계,,,47,37,12,15,2,10,5,2,8,11,4,187,1,29,0.405,1.165,0.93,0.358,5.93
