팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
SSG,1,최지훈,CF,5,5,1,2,0,1,0,0,0,1,1,25,0,1,0.323,0.823,0.70,-0.030,0.66
SSG,2,정준재,2B,5,3,2,0,0,0,1,0,1,0,2,14,0,4,0.222,0.633,0.90,0.081,0.61
SSG,3,에레디아,LF,5,4,1,2,0,1,0,1,0,1,1,17,0,0,0.300,0.733,0.79,0.055,1.15
SSG,4,한유섬,DH,4,2,1,1,1,2,2,0,0,0,1,15,0,0,0.208,0.602,0.90,0.252,2.44
SSG,,안상현,"PR,DH",1,1,1,0,0,0,0,0,0,1,0,3,1,0,0.286,0.661,0.01,-0.001,-0.94
SSG,5,박성한,SS,5,4,1,0,0,1,1,0,0,3,1,23,0,2,0.227,0.823,0.78,-0.041,-0.20
SSG,6,고명준,1B,3,2,0,0,0,0,1,0,1,0,1,12,0,2,0.280,0.637,1.08,-0.023,-0.27
SSG,,최상민,"PR,RF",1,0,1,0,0,1,0,1,0,0,0,1,0,0,0.000,0.333,0.41,0.014,1.00
SSG,7,오태곤,"RF,1B",4,2,0,0,0,1,1,0,0,0,1,16,0,1,0.182,0.902,0.74,-0.040,0.37
SSG,8,이지영,C,4,4,0,1,0,0,0,0,1,1,0,17,0,4,0.136,0.344,0.87,-0.028,-0.73
SSG,9,박지환,3B,4,3,0,0,0,1,0,0,1,1,2,15,0,4,0.208,0.467,0.96,-0.096,-1.62
SSG,팀 합계,,,41,30,8,6,1,8,6,2,4,8,10,158,1,18,0.200,0.659,1.36,0.143,2.47
키움,1,푸이그,LF,5,5,0,0,0,0,0,0,0,2,3,18,1,1,0.324,0.939,0.89,-0.159,-2.17
키움,2,이주형,CF,5,2,1,1,0,0,2,1,0,0,1,28,0,1,0.375,0.925,0.55,0.089,0.73
키움,3,카디네스,DH,4,4,0,0,0,0,0,0,1,1,2,13,0,4,0.379,1.183,1.18,-0.029,-0.68
키움,4,송성문,2B,4,2,1,1,1,1,2,0,0,0,1,15,0,2,0.281,0.864,1.29,0.094,0.95
키움,,양현종,"PR,3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.333,0.00,0.000,0.00
키움,5,최주환,1B,4,4,0,1,0,1,0,0,0,1,0,15,0,4,0.412,1.120,1.45,-0.148,-0.27
키움,6,전태현,"3B,2B",4,4,0,2,0,0,0,0,1,0,1,19,0,0,0.556,1.267,0.90,0.046,0.40
키움,7,박주홍,RF,4,3,0,0,0,0,0,0,2,1,0,14,0,4,0.200,0.438,1.37,-0.096,-1.62
키움,8,김재현,C,2,2,0,0,0,0,0,0,1,1,0,8,0,0,0.167,0.398,0.66,-0.033,-0.32
키움,,어준서,PH,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0.400,1.064,2.70,-0.066,-0.41
키움,,김동헌,C,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0.222,0.522,0.09,-0.002,-0.29
키움,9,김태진,SS,4,4,0,2,0,0,0,0,0,0,2,16,0,1,0.286,0.681,1.19,-0.053,0.17
키움,팀 합계,,,38,32,2,7,1,2,4,1,5,6,12,152,1,18,0.219,0.637,2.05,-0.357,-3.51
