팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
한화,1,김태연,LF,4,3,1,0,0,0,1,0,2,0,1,19,0,1,0.167,0.417,1.00,-0.031,-0.57
한화,2,문현빈,DH,4,4,0,0,0,0,0,0,1,1,2,17,0,1,0.167,0.528,1.33,-0.130,-1.01
한화,3,플로리얼,CF,4,3,0,1,0,1,1,0,0,1,1,16,0,0,0.056,0.246,1.14,0.086,1.07
한화,4,노시환,3B,4,4,0,0,0,0,0,0,0,2,2,16,0,2,0.263,0.842,1.60,-0.176,-1.14
한화,5,채은성,1B,3,3,0,0,0,0,0,0,0,1,2,10,0,1,0.200,0.583,1.34,-0.109,-0.88
한화,6,안치홍,2B,3,3,0,0,0,0,0,0,1,2,0,12,0,0,0.000,0.000,1.05,-0.079,-0.62
한화,7,임종찬,RF,3,2,0,1,0,0,1,0,0,1,0,13,0,0,0.143,0.629,0.98,0.103,0.84
한화,,이원석,"PR,RF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
한화,8,최재훈,C,2,1,0,0,0,0,0,0,0,0,1,4,0,1,0.000,0.143,1.36,-0.049,-0.57
한화,,최인호,PH,1,1,0,0,0,0,0,0,0,1,0,4,1,0,0.000,0.333,2.44,-0.109,-0.62
한화,,이재원,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
한화,9,심우준,SS,3,3,0,0,0,0,0,0,1,1,1,11,0,1,0.067,0.258,1.35,-0.128,-1.05
한화,팀 합계,,,31,27,1,2,0,1,3,0,5,10,10,122,1,7,0.074,0.278,3.40,-0.622,-4.55
LG,1,홍창기,RF,4,4,0,1,0,0,0,0,1,1,0,16,0,0,0.278,0.742,1.03,-0.047,-0.17
LG,2,문성주,LF,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0.375,0.708,1.10,-0.023,-0.32
LG,,송찬의,LF,3,3,0,1,0,0,0,0,1,1,0,14,0,1,0.400,1.238,1.05,0.044,0.52
LG,3,오스틴,1B,4,3,1,1,0,0,1,0,1,1,0,16,0,2,0.316,0.935,1.45,-0.012,-0.29
LG,4,문보경,3B,4,4,1,1,0,0,0,0,1,1,1,22,0,4,0.444,1.545,1.74,-0.076,-1.08
LG,5,오지환,SS,4,3,0,0,0,0,1,0,1,0,2,13,0,1,0.150,0.490,2.00,-0.082,-0.65
LG,6,김현수,DH,4,4,0,1,0,2,0,0,0,2,1,12,0,0,0.143,0.508,2.08,0.232,0.93
LG,7,이주헌,C,3,2,0,0,0,0,1,0,1,0,1,10,0,0,0.000,0.333,0.70,-0.012,-0.20
LG,,최원영,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
LG,,박동원,C,1,1,0,0,0,0,0,0,0,1,0,3,0,2,0.333,0.977,0.51,-0.014,-0.53
LG,8,박해민,CF,3,2,0,0,0,0,1,0,1,0,1,10,0,0,0.313,0.796,1.02,-0.007,-0.12
LG,9,신민재,2B,3,3,0,0,0,0,0,0,0,3,0,13,0,2,0.429,0.929,1.65,-0.126,-1.04
LG,팀 합계,,,34,30,2,5,0,2,4,0,7,11,6,131,0,13,0.167,0.465,4.78,-0.123,-2.95
