팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
키움,1,송성문,2B,5,4,2,1,0,0,1,0,1,1,1,19,0,0,0.231,0.594,0.68,0.022,0.18
키움,2,푸이그,DH,5,5,0,1,0,1,0,0,2,1,0,20,0,1,0.417,1.200,0.52,-0.054,0.27
키움,3,이주형,CF,5,4,1,2,0,0,0,1,1,1,0,12,0,0,0.333,0.762,0.62,0.030,0.55
키움,4,카디네스,RF,5,3,0,0,0,2,1,0,1,1,2,18,0,2,0.500,1.333,0.88,0.012,0.05
키움,5,최주환,1B,4,4,1,1,0,1,0,0,1,2,0,20,0,3,0.417,1.045,0.92,0.026,-0.58
키움,6,김동헌,C,3,3,0,0,0,0,0,0,0,2,1,12,0,2,0.222,0.522,0.72,-0.020,-0.13
키움,,전태현,"PH,SS",1,1,0,1,0,0,0,0,0,0,0,6,0,0,1.000,2.000,0.27,0.012,0.71
키움,7,박주홍,LF,4,4,0,1,0,1,0,0,1,1,1,13,0,1,0.167,0.334,0.70,0.039,-0.45
키움,8,김태진,SS,2,2,0,0,0,0,0,0,1,1,0,6,0,2,0.143,0.286,0.73,-0.037,-0.77
키움,,여동욱,"PH,3B",2,2,0,1,0,0,0,0,0,0,1,5,0,1,0.200,0.700,0.32,-0.019,-0.96
키움,9,어준서,"3B,SS",4,4,2,2,1,1,0,0,1,0,1,13,0,1,0.500,1.750,0.46,0.044,0.99
키움,,김재현,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
키움,팀 합계,,,40,36,6,10,1,6,2,1,9,10,7,144,0,13,0.278,0.714,2.27,0.055,-0.14
KIA,1,박찬호,SS,1,1,0,1,0,0,0,0,0,0,0,6,0,0,0.222,0.697,1.13,0.055,0.77
KIA,,김규성,"PR,SS",4,4,2,2,0,0,0,0,1,1,0,14,0,1,0.400,0.800,0.39,-0.020,0.68
KIA,2,위즈덤,"3B,1B",5,5,1,2,1,3,0,0,0,1,2,18,0,2,0.200,0.885,0.71,0.083,1.38
KIA,3,나성범,RF,5,4,3,3,2,3,1,0,1,0,0,23,0,2,0.417,1.462,0.48,0.250,2.23
KIA,,박정우,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,3.000,0.00,0.000,0.00
KIA,4,최형우,DH,5,4,1,2,1,1,1,0,1,1,0,18,0,1,0.250,0.891,0.39,0.090,2.89
KIA,5,김선빈,2B,5,4,1,2,0,2,1,0,0,1,1,16,0,3,0.545,1.251,0.37,0.031,0.66
KIA,6,이우성,LF,5,5,0,2,0,0,0,0,0,2,1,14,0,5,0.417,1.250,0.37,0.005,0.69
KIA,7,서건창,1B,4,3,0,0,0,0,0,0,1,2,0,9,0,5,0.000,0.000,0.58,-0.044,-1.62
KIA,,홍종표,3B,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0.000,0.000,0.03,0.000,-0.16
KIA,8,김태군,C,4,3,0,1,0,1,0,0,0,0,2,13,0,1,0.400,0.733,0.51,-0.020,-0.31
KIA,,박재현,PR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
KIA,,한준수,C,1,1,0,0,0,0,0,0,1,0,0,5,0,1,0.286,1.429,0.03,-0.002,-0.93
KIA,9,최원준,"CF,RF",5,5,2,2,1,1,0,0,0,1,2,10,0,3,0.308,0.846,0.38,0.127,0.26
KIA,팀 합계,,,45,40,11,17,5,11,3,0,5,10,8,148,0,25,0.425,1.280,1.07,0.555,6.54
