팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
NC,1,권희동,"RF,LF",5,4,0,2,0,1,1,0,0,1,1,33,0,1,0.462,1.227,1.00,0.012,0.60
NC,2,김주원,SS,5,4,1,1,0,1,1,0,2,1,0,23,0,2,0.256,0.721,1.00,0.157,-0.13
NC,3,박민우,2B,5,4,1,1,0,1,1,0,1,2,0,16,0,2,0.323,0.884,0.63,-0.043,0.77
NC,4,데이비슨,1B,4,4,0,0,0,0,0,0,2,1,1,16,0,2,0.316,0.973,0.95,-0.097,-1.41
NC,,도태훈,1B,1,1,0,1,0,1,0,0,0,0,0,3,0,0,0.300,0.764,0.04,0.003,0.76
NC,5,박건우,CF,4,2,0,1,0,0,2,0,0,1,0,20,0,0,0.324,0.816,0.75,0.023,0.36
NC,,박시원,"PR,RF",1,1,1,0,0,0,0,0,1,0,0,3,0,1,0.400,1.000,0.02,0.000,-0.36
NC,6,한재환,LF,2,2,0,1,0,0,0,0,0,0,1,8,0,0,0.313,0.666,0.76,0.030,0.45
NC,,천재환,"PR,RF,CF",3,3,0,2,0,0,0,0,1,0,0,12,0,1,0.231,0.462,0.51,-0.019,0.05
NC,7,김휘집,3B,5,5,2,2,1,1,0,0,2,0,1,20,0,5,0.269,0.867,0.78,0.100,0.13
NC,8,김형준,C,4,4,2,2,1,3,0,0,1,0,1,14,0,1,0.267,0.823,1.40,0.147,1.70
NC,9,서호철,DH,2,1,0,0,0,0,0,0,0,0,1,6,0,1,0.222,0.485,0.93,-0.029,-0.58
NC,,손아섭,"PH,DH",2,1,1,0,0,0,1,0,0,1,0,7,0,0,0.429,1.058,0.61,0.040,0.17
NC,팀 합계,,,43,36,8,13,2,8,6,0,10,7,6,181,0,16,0.361,1.035,1.88,0.324,2.51
키움,1,푸이그,DH,4,4,0,0,0,0,0,0,1,3,0,22,0,4,0.269,0.848,1.76,-0.179,-1.58
키움,2,이주형,CF,4,3,1,0,0,0,0,1,1,0,2,10,0,1,0.319,0.876,1.24,-0.037,-0.28
키움,3,카디네스,RF,4,2,0,1,0,0,2,0,0,0,1,12,0,0,0.333,1.004,1.04,0.143,1.20
키움,4,송성문,2B,4,4,1,0,0,0,0,0,1,2,1,12,0,4,0.184,0.592,1.95,-0.100,-1.18
키움,5,최주환,1B,4,3,0,0,0,1,0,0,0,2,2,25,1,2,0.333,0.924,1.27,-0.095,-1.17
키움,6,박주홍,LF,2,2,0,1,0,0,0,0,1,0,0,5,0,0,0.231,0.671,0.84,0.071,1.55
키움,,이형종,"PH,LF",2,2,0,1,0,1,0,0,0,1,0,3,0,0,0.182,0.364,1.27,0.162,0.52
키움,7,김태진,SS,3,3,0,1,0,0,0,0,0,1,1,7,0,2,0.250,0.631,1.38,-0.024,0.00
키움,,서유신,PH,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0.000,0.000,0.03,-0.001,-0.19
키움,8,김재현,C,2,2,0,0,0,0,0,0,0,0,2,7,0,2,0.176,0.457,1.62,-0.098,-0.90
키움,,임병욱,PH,1,1,0,0,0,0,0,0,0,1,0,5,0,0,0.250,0.650,1.91,-0.049,-0.29
키움,,김건희,C,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0.143,0.365,0.01,0.000,-0.13
키움,9,전태현,3B,3,2,0,1,0,0,1,0,1,0,0,19,0,1,0.379,0.903,1.45,0.031,-0.02
키움,팀 합계,,,35,30,2,5,0,2,3,1,6,10,10,133,1,16,0.167,0.490,2.63,-0.176,-2.47
