팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
KT,1,로하스,LF,4,3,0,1,0,0,1,0,0,1,1,21,0,3,0.186,0.659,1.76,-0.018,-0.46
KT,,안치영,"PR,LF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
KT,2,허경민,3B,4,4,0,1,0,0,0,0,0,1,2,16,1,3,0.313,0.708,2.22,-0.258,-2.15
KT,3,강백호,DH,4,3,0,0,0,0,0,1,0,2,1,14,1,1,0.235,0.677,1.70,-0.092,-0.82
KT,4,장성우,C,4,4,0,2,0,0,0,0,1,0,1,15,0,1,0.140,0.399,1.61,0.020,0.10
KT,5,김상수,SS,4,4,0,0,0,0,0,0,1,0,2,16,0,3,0.375,1.066,2.17,-0.262,-1.96
KT,6,최성민,RF,3,3,0,0,0,0,0,0,1,2,0,12,0,1,0.167,0.334,1.03,-0.083,-0.67
KT,7,문상철,1B,3,3,0,0,0,0,0,0,0,0,3,12,0,0,0.148,0.411,1.24,-0.094,-0.78
KT,8,오윤석,2B,3,2,0,0,0,0,1,0,1,1,0,16,0,0,0.158,0.501,0.89,-0.021,-0.02
KT,9,배정대,CF,3,3,0,2,0,0,0,0,0,1,0,4,0,0,0.261,0.700,1.22,0.122,1.27
KT,팀 합계,,,32,29,0,6,0,0,2,1,4,8,10,126,2,12,0.207,0.557,4.61,-0.686,-5.49
SSG,1,최지훈,CF,4,4,0,1,0,0,0,0,0,1,2,16,0,0,0.289,0.759,0.84,-0.024,-0.25
SSG,2,정준재,2B,4,4,0,1,0,0,0,0,0,2,1,12,1,0,0.200,0.586,1.42,-0.108,-0.65
SSG,3,에레디아,LF,4,3,1,1,0,0,1,0,1,1,0,13,1,0,0.270,0.700,1.36,0.012,-0.32
SSG,4,한유섬,RF,3,3,0,0,0,0,0,0,1,1,1,11,0,1,0.219,0.599,1.26,-0.091,-0.86
SSG,,최상민,"PR,RF",1,1,0,1,0,0,0,0,0,0,0,7,0,0,0.333,0.833,2.92,0.073,0.56
SSG,5,박성한,SS,4,3,0,1,0,0,1,0,1,1,0,12,0,2,0.310,0.970,2.04,0.207,1.73
SSG,6,오태곤,1B,4,4,0,2,0,1,0,0,0,2,0,9,0,3,0.300,0.917,2.80,0.289,-1.14
SSG,7,최준우,DH,3,3,0,0,0,0,0,0,2,1,0,14,0,5,0.000,0.250,2.12,-0.206,-1.76
SSG,8,박지환,3B,3,3,0,0,0,0,0,0,1,0,0,7,0,1,0.185,0.418,1.60,-0.252,-2.14
SSG,9,조형우,C,2,2,0,0,0,0,0,0,0,1,1,4,0,0,0.167,0.334,1.02,-0.051,-0.48
SSG,,고명준,PH,1,1,0,0,0,0,0,0,0,1,0,9,0,0,0.241,0.574,1.39,-0.035,-0.19
SSG,,이지영,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.283,0.00,0.000,0.00
SSG,팀 합계,,,33,31,1,7,0,1,2,0,6,11,5,114,2,12,0.226,0.499,4.69,-0.186,-5.50
