팀 이름,이름,IP,TBF,H,R,ER,BB,HBP,K,HR,GO-FO,NP-S,IR-IS,GSC,ERA,WHIP,LI,WPA,RE24
두산,김유성,1.1,10,3,5,5,3,0,1,0,1-2,44-25,0-0,26,12.79,2.37,0.91,-0.219,-2.80
두산,김명신,0.2,4,1,0,0,1,0,1,0,1-0,17-9,3-3,,6.75,1.88,1.13,-0.094,-0.98
두산,박치국,1.0,5,0,0,0,1,1,1,0,1-1,25-15,0-0,,4.26,1.26,0.72,0.035,0.61
두산,김호준,0.1,3,1,1,1,1,0,0,0,1-0,12-7,0-0,,9.00,2.00,1.21,-0.052,-0.56
두산,박정수,1.0,6,2,1,1,1,0,2,0,0-0,25-13,2-1,,5.40,1.60,1.96,-0.169,-0.84
두산,이영하,1.0,9,2,2,2,2,0,3,0,1-0,41-22,1-0,,4.32,1.68,1.88,-0.275,-2.79
두산,이병헌,1.0,4,0,2,2,2,0,1,0,0-0,21-9,3-0,,6.75,1.13,0.78,0.049,1.36
두산,홍민규,1.0,5,2,1,1,0,0,1,1,2-0,20-13,2-2,,4.50,1.50,0.76,-0.072,-1.74
두산,김택연,1.2,6,1,0,0,0,0,1,0,0-4,20-12,1-0,,0.00,0.50,1.18,0.139,1.22
두산,팀 합계,9.0,52,12,12,12,11,1,11,1,7-7,225-125,12-6,26,12.00,2.56,1.17,-0.658,-6.52
롯데,데이비슨,2.2,16,6,3,3,3,0,1,0,2-4,71-46,0-0,32,3.38,1.25,1.38,-0.082,-1.61
롯데,박진,1.1,8,4,3,3,0,0,1,0,0-3,26-20,1-0,,4.50,1.25,1.82,-0.271,-1.95
롯데,김강현,0.2,3,1,0,0,0,0,0,0,1-0,7-5,0-0,,4.91,2.73,1.59,0.021,0.23
롯데,정현수,0.1,2,0,1,1,1,0,1,0,0-0,7-3,1-0,,5.06,1.13,1.52,-0.014,-0.07
롯데,김상수,0.2,4,1,0,0,1,0,0,0,0-2,16-8,1-1,,15.43,3.43,2.52,-0.116,-0.58
롯데,송재영,0.1,1,0,0,0,0,0,0,0,1-0,2-2,2-0,,2.45,1.36,3.00,0.089,0.64
롯데,정철원,1.0,9,4,3,3,2,0,0,0,2-1,33-18,0-0,,5.40,1.50,1.90,-0.039,-2.09
롯데,박준우,0.2,5,1,3,3,2,0,0,0,2-0,18-8,2-2,,12.71,2.65,1.92,-0.318,-1.94
롯데,박세현,1.1,8,3,2,2,0,1,2,1,0-2,24-17,1-1,,13.50,2.25,0.42,-0.427,-2.14
롯데,팀 합계,9.0,56,20,15,15,9,1,5,1,8-12,204-127,8-4,32,15.00,3.22,1.79,-1.157,-9.51
