팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
한화,1,황영묵,2B,6,6,2,2,0,0,0,0,1,1,2,19,0,3,0.220,0.650,1.28,-0.053,-0.61
한화,2,플로리얼,CF,6,6,1,2,0,0,0,0,0,2,1,23,0,2,0.151,0.445,1.40,0.006,-0.02
한화,3,노시환,3B,5,4,1,3,1,4,1,0,1,0,0,18,0,0,0.208,0.646,1.81,0.439,3.73
한화,4,채은성,1B,5,5,0,1,0,0,0,0,0,1,2,8,0,3,0.170,0.454,1.42,-0.183,-1.59
한화,5,문현빈,DH,5,5,0,0,0,0,0,0,3,1,1,21,0,5,0.219,0.755,1.73,-0.242,-1.87
한화,6,김태연,LF,4,4,0,1,0,0,0,0,0,0,3,11,0,0,0.200,0.533,1.06,0.007,-0.26
한화,,이원석,"PR,LF",1,1,1,0,0,0,0,0,0,0,1,2,0,0,0.000,0.000,2.32,-0.059,-0.29
한화,7,이진영,RF,4,4,0,2,0,0,0,0,1,0,1,13,0,0,0.294,0.929,1.27,0.194,0.76
한화,,이상혁,"PR,RF",1,1,0,0,0,0,0,0,0,0,1,4,0,0,0.000,0.000,1.80,-0.045,-0.19
한화,8,최재훈,C,4,1,0,0,0,1,1,1,0,1,1,14,1,1,0.238,0.608,1.25,-0.057,-0.58
한화,,이재원,C,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0.231,0.462,1.32,-0.034,-0.13
한화,9,심우준,SS,5,5,0,1,0,0,0,0,2,0,1,19,0,2,0.182,0.444,1.36,-0.110,0.36
한화,팀 합계,,,47,43,5,12,1,5,2,1,9,6,14,158,1,16,0.279,0.691,2.00,-0.137,-0.69
두산,1,정수빈,CF,6,4,1,1,0,0,1,0,0,2,1,23,0,2,0.333,0.790,1.92,0.049,0.51
두산,2,추재현,LF,6,5,0,0,0,0,0,1,1,1,3,20,0,5,0.273,0.788,2.33,-0.359,-1.88
두산,3,양의지,C,4,4,1,3,1,2,0,0,1,0,0,12,0,2,0.292,0.847,1.64,0.324,1.81
두산,,박지훈,PR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,4.09,0.112,0.32
두산,,김기연,C,2,2,0,1,0,1,0,0,1,0,0,4,0,0,0.353,0.706,4.32,0.284,-1.23
두산,4,양석환,1B,5,5,0,0,0,0,0,0,2,1,2,21,0,4,0.320,0.885,1.80,-0.173,-1.67
두산,5,강승호,3B,5,3,1,2,0,0,2,0,1,0,0,25,0,1,0.309,0.878,1.06,0.131,1.04
두산,6,김재환,DH,5,5,0,0,0,0,0,0,0,2,3,16,0,4,0.184,0.559,1.70,-0.197,-1.47
두산,7,박계범,"2B,SS",5,5,1,1,0,1,0,0,1,2,1,15,0,2,0.333,0.818,1.49,0.091,0.54
두산,8,박준영,SS,3,3,0,0,0,0,0,0,3,0,0,12,0,1,0.200,0.574,0.67,-0.055,-0.64
두산,,김인태,PH,1,0,0,0,0,0,1,0,0,0,0,7,0,0,0.357,1.081,2.26,0.074,0.45
두산,,오명진,"PR,2B",1,1,0,1,0,0,0,0,0,0,0,3,0,0,0.136,0.344,1.80,0.055,0.29
두산,,여동건,PR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
두산,9,조수행,RF,5,4,0,2,0,0,0,0,0,2,0,13,0,1,0.222,0.522,1.90,0.028,0.22
두산,팀 합계,,,48,41,6,11,1,4,4,1,10,10,10,171,0,22,0.268,0.738,3.85,0.364,-1.71
