팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
KIA,1,박찬호,SS,5,4,1,1,0,0,1,0,1,2,0,24,0,2,0.235,0.644,0.90,0.030,-0.25
KIA,2,위즈덤,1B,5,5,1,1,0,0,0,0,1,1,2,25,0,2,0.250,1.007,1.23,-0.081,-0.97
KIA,3,나성범,RF,5,5,0,0,0,0,0,0,1,0,4,19,0,4,0.227,0.893,1.32,-0.163,-1.65
KIA,,정해영,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
KIA,4,최형우,DH,4,4,1,2,0,0,0,0,2,0,0,22,0,0,0.304,0.925,1.39,0.144,0.64
KIA,,박재현,"PR,DH,CF",1,1,1,1,0,0,0,0,0,0,0,2,0,0,0.133,0.321,0.50,0.019,0.26
KIA,5,이우성,LF,3,2,0,0,0,1,1,0,0,2,0,8,0,1,0.250,0.762,2.03,0.113,1.00
KIA,,박정우,"PH,LF",2,1,0,0,0,0,1,0,0,0,1,7,0,1,0.286,0.873,1.62,-0.084,-0.27
KIA,6,변우혁,3B,5,5,1,2,0,3,0,0,1,1,1,18,0,3,0.344,0.788,2.14,0.407,1.24
KIA,7,최원준,"CF,RF",4,2,0,0,0,0,2,0,0,2,0,11,0,3,0.209,0.556,1.15,-0.028,-0.09
KIA,8,김태군,C,4,4,0,1,0,1,0,0,0,2,1,12,0,2,0.190,0.440,1.26,0.080,0.91
KIA,9,김규성,2B,4,4,0,0,0,0,0,0,2,2,0,11,0,3,0.250,0.586,1.16,-0.088,-1.31
KIA,팀 합계,,,42,37,5,8,0,5,5,0,8,12,9,159,0,21,0.216,0.553,2.45,0.349,-0.49
롯데,1,황성빈,CF,5,4,2,2,0,0,1,0,0,1,1,23,0,1,0.267,0.580,1.58,0.026,0.65
롯데,2,정훈,1B,5,5,0,1,0,0,0,0,2,1,0,18,1,2,0.263,0.780,1.75,-0.125,-0.87
롯데,3,레이예스,RF,5,5,0,3,0,2,0,0,1,0,1,20,0,1,0.316,0.725,1.47,0.210,1.29
롯데,4,전준우,LF,4,4,0,1,0,0,0,0,1,0,0,16,0,3,0.200,0.490,1.05,-0.076,-0.89
롯데,5,김민성,2B,4,4,0,1,0,0,0,0,1,0,1,13,0,4,0.265,0.695,1.31,-0.017,-0.87
롯데,,한태양,"PR,2B",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.571,1.381,0.00,0.000,0.00
롯데,6,유강남,C,4,4,0,0,0,0,0,0,2,2,0,23,0,1,0.308,0.957,1.59,-0.134,-1.07
롯데,7,고승민,DH,4,3,1,2,0,0,1,0,0,0,1,18,0,1,0.214,0.599,1.37,0.056,0.99
롯데,8,전민재,3B,4,4,0,2,0,1,0,0,0,0,2,13,0,2,0.313,0.809,1.58,0.120,0.83
롯데,9,박승욱,SS,2,2,0,0,0,0,0,0,0,1,1,10,0,2,0.000,0.100,1.12,-0.063,-0.85
롯데,,나승엽,PH,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0.204,0.704,1.91,-0.049,-0.29
롯데,,이호준,SS,1,1,0,0,0,0,0,0,1,0,0,3,0,1,0.238,0.836,3.49,-0.099,-0.39
롯데,팀 합계,,,39,37,4,12,0,3,2,0,8,6,7,160,1,18,0.324,0.791,2.28,-0.151,-1.47
