팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
키움,1,푸이그,DH,5,4,3,2,0,0,1,0,1,1,0,26,0,0,0.571,1.700,0.57,0.018,0.96
키움,2,이주형,CF,5,4,0,1,0,0,0,1,2,0,1,23,0,4,0.250,0.583,0.72,0.003,-0.88
키움,3,카디네스,RF,5,5,2,3,1,5,0,0,1,0,1,19,0,1,0.667,1.778,0.88,0.144,4.00
키움,4,송성문,2B,5,5,0,1,0,0,0,0,1,0,3,18,0,5,0.222,0.555,0.98,-0.121,-1.16
키움,5,김동헌,C,5,4,0,0,0,0,0,1,1,3,0,23,0,2,0.333,0.762,0.82,0.011,-0.21
키움,6,최주환,1B,5,4,0,3,0,2,0,1,0,0,1,15,0,1,0.500,1.181,1.01,0.226,2.65
키움,,권혁빈,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
키움,7,여동욱,3B,5,5,0,0,0,0,0,0,3,2,0,21,1,5,0.125,0.625,1.18,-0.163,-1.38
키움,8,이재상,SS,1,1,0,0,0,0,0,0,1,0,0,4,0,2,0.500,1.000,2.05,-0.046,-0.64
키움,,김태진,SS,2,2,0,0,0,0,0,0,0,2,0,4,0,1,0.200,0.400,1.10,-0.060,-0.68
키움,,전태현,SS,1,0,1,0,0,0,1,0,0,0,0,9,0,0,1.000,2.000,0.06,0.004,0.29
키움,9,박주홍,LF,4,4,1,1,0,0,0,0,2,0,1,12,0,2,0.125,0.250,0.85,-0.076,-0.45
키움,팀 합계,,,43,38,7,11,1,7,2,3,12,8,7,174,1,23,0.289,0.793,1.70,-0.060,2.50
삼성,1,김지찬,CF,5,5,1,3,0,0,0,0,0,1,1,15,0,2,0.600,1.200,0.63,0.053,0.98
삼성,,홍현빈,"CF,LF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
삼성,2,류지혁,"2B,3B",5,3,0,2,0,3,1,0,0,1,1,18,0,3,0.667,1.292,0.94,0.168,1.54
삼성,3,구자욱,LF,5,5,0,0,0,0,0,0,1,2,2,18,0,6,0.333,1.067,0.70,-0.012,-0.50
삼성,,윤정빈,RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
삼성,4,강민호,C,5,4,1,1,0,0,1,0,1,1,1,20,0,5,0.333,1.067,0.57,-0.038,-0.33
삼성,,김성윤,"PR,CF",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
삼성,5,디아즈,1B,5,5,2,2,2,3,0,0,0,0,3,12,0,3,0.556,1.722,0.67,0.044,1.12
삼성,6,박병호,DH,5,5,1,1,1,2,0,0,3,0,1,20,0,0,0.333,1.178,0.43,0.019,0.67
삼성,7,김헌곤,"RF,LF",4,4,1,2,0,0,0,0,1,1,0,13,0,0,0.429,1.286,0.33,0.019,0.23
삼성,,이창용,PH,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0.000,0.000,0.04,-0.001,-0.19
삼성,,이병헌,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
삼성,8,김영웅,3B,4,4,2,3,1,1,0,0,0,0,1,20,0,1,0.444,1.222,0.44,0.096,1.37
삼성,,양도근,"PR,2B",1,1,1,0,0,0,0,0,0,0,1,3,0,0,0.000,0.000,0.06,0.001,0.10
삼성,9,이재현,SS,4,2,1,1,0,1,2,0,1,0,0,24,0,1,0.400,1.300,0.68,0.089,1.12
삼성,팀 합계,,,44,39,11,15,4,10,4,0,8,6,11,166,0,21,0.385,1.150,0.69,0.438,6.11
