팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
한화,1,김태연,LF,4,3,0,1,0,1,0,1,0,0,1,25,0,1,0.333,0.833,1.26,0.030,0.33
한화,2,문현빈,DH,3,3,0,0,0,0,0,0,1,2,0,8,0,1,0.000,0.000,1.00,-0.079,-0.88
한화,,최인호,"PH,DH",1,1,0,0,0,0,0,0,1,0,0,5,0,2,0.000,0.000,1.85,-0.047,-0.61
한화,3,플로리얼,CF,4,4,0,0,0,0,0,0,0,4,0,18,0,0,0.000,0.000,0.87,-0.088,-1.01
한화,4,노시환,3B,4,4,1,2,1,1,0,0,1,0,1,16,0,0,0.500,1.750,0.83,0.131,0.88
한화,5,채은성,1B,3,3,0,1,0,0,0,0,0,1,1,7,0,1,0.333,0.666,1.31,0.017,0.23
한화,,이원석,"PR,RF",1,1,1,0,0,0,0,0,0,0,1,2,0,0,0.000,0.000,1.34,0.022,0.24
한화,6,안치홍,2B,3,3,0,0,0,0,0,0,1,1,1,10,0,2,0.000,0.000,1.56,-0.117,-1.35
한화,,권광민,1B,1,1,0,0,0,0,0,0,0,0,1,6,0,0,0.000,0.000,0.26,-0.007,-0.16
한화,7,임종찬,RF,2,2,0,0,0,0,0,0,2,0,0,10,0,0,0.000,0.000,1.12,-0.057,-0.65
한화,,황영묵,"PH,2B",2,2,1,1,0,1,0,0,0,0,1,5,0,0,0.500,1.500,1.35,0.187,0.68
한화,8,최재훈,C,2,1,0,0,0,0,1,0,1,0,0,10,0,0,0.000,0.500,0.79,0.019,0.09
한화,,이상혁,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,1.69,0.022,0.44
한화,,이재원,C,2,2,0,0,0,0,0,0,1,1,0,14,0,1,0.000,0.000,1.20,-0.066,-0.84
한화,9,심우준,SS,4,3,1,1,0,1,1,0,1,1,0,20,0,1,0.333,1.167,1.08,0.174,1.46
한화,팀 합계,,,36,33,4,6,1,4,2,1,9,10,7,156,0,9,0.182,0.583,3.50,0.141,-1.15
KT,1,강백호,DH,5,5,1,2,0,0,0,0,1,0,1,17,0,1,0.400,1.000,1.53,0.107,0.47
KT,,안치영,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,4.68,-0.162,-0.48
KT,2,로하스,RF,5,5,0,1,0,0,0,0,1,3,0,23,0,1,0.200,0.400,1.89,-0.171,-1.14
KT,3,허경민,3B,5,5,0,3,0,0,0,0,1,0,1,16,0,1,0.600,1.200,1.16,-0.022,0.06
KT,4,김민혁,LF,4,4,0,2,0,1,0,0,0,1,1,15,1,2,0.500,1.000,1.50,-0.013,-0.01
KT,5,장성우,C,4,4,0,0,0,0,0,0,2,1,1,11,0,3,0.000,0.000,1.25,-0.124,-1.71
KT,6,문상철,1B,4,3,1,1,0,0,1,0,0,0,2,18,0,2,0.333,0.833,1.06,0.052,0.25
KT,,윤준혁,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,1.50,0.009,0.08
KT,,황재균,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
KT,7,천성호,2B,3,3,0,1,0,0,0,0,0,2,0,13,0,1,0.333,1.000,0.77,-0.009,-0.22
KT,,오윤석,2B,1,1,0,0,0,0,0,0,1,0,0,6,0,1,0.000,0.000,2.34,-0.056,-0.29
KT,8,배정대,CF,4,2,0,0,0,1,0,1,0,1,2,12,0,1,0.000,0.250,1.22,-0.038,-0.58
KT,9,김상수,SS,4,4,1,2,1,1,0,0,1,1,0,18,0,2,0.500,1.750,1.03,0.067,0.42
KT,팀 합계,,,39,36,3,12,1,3,1,1,7,9,8,149,1,15,0.333,0.831,3.99,-0.360,-3.15
