팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
삼성,1,김지찬,CF,5,4,1,1,0,0,1,0,1,0,2,21,0,1,0.457,1.137,1.03,0.076,0.25
삼성,2,이재현,SS,4,3,0,0,0,0,0,0,1,1,1,15,0,2,0.346,1.195,1.39,-0.098,-1.00
삼성,3,구자욱,LF,4,3,1,1,0,0,1,0,1,0,1,13,0,1,0.265,0.850,1.41,-0.034,-0.22
삼성,4,박병호,DH,4,4,1,2,0,2,0,0,2,0,0,20,0,1,0.233,0.961,1.66,0.282,1.42
삼성,5,디아즈,1B,4,3,1,1,0,0,1,0,0,0,2,16,0,0,0.235,0.741,0.99,0.059,0.80
삼성,6,김영웅,3B,4,4,0,1,0,2,0,0,0,2,1,19,1,1,0.382,0.977,1.08,0.052,-0.46
삼성,7,김헌곤,RF,4,3,0,1,0,0,1,0,2,0,0,21,0,1,0.250,0.708,0.92,-0.050,-0.07
삼성,8,류지혁,2B,4,4,0,0,0,0,0,0,2,1,1,14,0,3,0.321,0.696,0.86,-0.091,-1.15
삼성,,양도근,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
삼성,9,이병헌,C,3,3,0,0,0,0,0,0,1,1,1,6,0,0,0.167,0.334,0.99,-0.076,-0.71
삼성,,강민호,"PH,C",1,1,0,0,0,0,0,0,0,0,1,1,0,1,0.233,0.670,0.39,-0.009,-0.36
삼성,팀 합계,,,37,32,4,7,0,4,4,0,10,5,10,146,1,11,0.219,0.587,2.68,0.111,-1.50
KIA,1,최원준,CF,4,4,0,0,0,0,0,0,1,2,1,19,0,1,0.250,0.638,1.12,-0.110,-1.17
KIA,2,위즈덤,1B,4,3,1,1,1,2,1,0,2,0,0,16,0,0,0.296,1.363,1.13,0.236,1.78
KIA,3,나성범,RF,4,4,0,1,0,0,0,0,1,1,1,18,0,1,0.290,1.081,1.12,-0.073,-0.52
KIA,4,최형우,DH,4,3,0,0,0,0,1,0,1,0,2,19,0,1,0.265,0.871,1.28,-0.087,-0.62
KIA,5,이우성,LF,4,3,0,0,0,0,1,0,2,1,0,15,0,3,0.226,0.701,1.29,-0.076,-0.80
KIA,6,변우혁,3B,3,3,0,0,0,0,0,0,2,0,1,15,0,1,0.235,0.572,1.15,-0.085,-0.84
KIA,,박재현,PH,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0.111,0.311,1.83,-0.047,-0.29
KIA,7,최정용,2B,3,3,0,1,0,0,0,0,1,0,1,9,0,1,0.333,0.666,0.82,-0.037,-0.32
KIA,,김선빈,PH,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0.423,1.038,1.19,-0.030,-0.19
KIA,8,한준수,C,4,3,0,0,0,0,1,0,0,0,2,19,0,0,0.190,0.821,0.88,-0.041,-0.25
KIA,9,김규성,SS,3,3,1,1,0,0,0,0,1,0,1,14,0,2,0.391,0.875,1.39,-0.041,-0.28
KIA,팀 합계,,,35,31,2,4,1,2,4,0,12,4,10,154,0,10,0.129,0.487,2.64,-0.391,-3.50
