팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
한화,1,황영묵,2B,5,2,1,0,0,0,3,0,0,1,1,28,0,0,0.200,0.647,0.88,0.018,0.55
한화,2,안치홍,DH,4,2,0,0,0,0,2,0,0,1,1,18,0,3,0.074,0.293,1.09,0.014,-0.20
한화,,이도윤,"PH,1B",1,1,0,0,0,0,0,0,0,1,0,2,0,0,0.400,1.200,0.95,-0.024,-0.19
한화,3,김태연,"LF,1B",4,4,0,0,0,0,0,0,1,2,1,11,0,5,0.209,0.571,1.11,-0.047,-0.62
한화,,임종찬,PH,1,0,1,0,0,0,1,0,0,0,0,7,0,0,0.143,0.583,0.44,0.024,0.12
한화,,김서현,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
한화,4,노시환,3B,5,4,0,2,0,1,1,0,0,0,2,18,0,2,0.174,0.512,1.44,0.048,0.06
한화,,이원석,"PR,LF",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
한화,5,채은성,1B,3,3,0,0,0,0,0,0,1,1,1,10,0,4,0.179,0.494,1.48,-0.117,-0.26
한화,,문현빈,"CF,3B",2,2,2,2,2,4,0,0,0,0,0,16,0,0,0.250,0.916,1.48,0.754,3.58
한화,6,플로리얼,"CF,LF,CF",5,5,1,2,0,0,0,0,0,1,2,18,0,0,0.136,0.445,0.64,-0.042,0.68
한화,7,이진영,RF,5,4,1,1,1,2,1,0,1,1,1,20,0,1,0.273,1.065,0.69,0.082,1.55
한화,8,최재훈,C,2,2,0,0,0,0,0,0,0,1,1,6,0,0,0.250,0.598,0.46,-0.024,-0.25
한화,,최인호,PH,1,1,0,0,0,0,0,0,1,0,0,3,0,1,0.000,0.200,1.11,-0.025,-0.44
한화,,이재원,C,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0.300,0.600,1.03,0.031,0.12
한화,9,심우준,SS,4,4,0,0,0,0,0,0,2,1,1,24,0,2,0.189,0.474,1.27,-0.135,-1.20
한화,팀 합계,,,43,35,7,8,3,7,8,0,6,10,11,184,0,18,0.229,0.886,2.01,0.557,3.50
삼성,1,이재현,SS,5,4,1,2,1,2,1,0,0,1,1,20,0,1,0.316,1.112,1.26,0.077,2.05
삼성,2,구자욱,LF,5,5,1,0,0,0,0,0,0,2,3,15,0,4,0.191,0.640,1.38,-0.194,-1.99
삼성,3,김영웅,3B,5,5,0,1,0,0,0,0,0,0,4,12,0,2,0.354,0.923,1.08,-0.093,-0.95
삼성,4,강민호,C,4,4,0,2,0,2,0,0,0,2,0,12,0,0,0.350,0.922,0.98,0.213,1.68
삼성,5,박병호,1B,4,4,0,0,0,0,0,0,2,1,1,18,0,4,0.200,0.883,0.86,-0.088,-1.50
삼성,,류지혁,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0.703,0.00,0.000,0.00
삼성,6,디아즈,DH,4,4,1,1,1,1,0,0,0,1,2,24,0,0,0.196,0.659,0.61,0.017,0.22
삼성,7,김헌곤,RF,4,4,1,2,1,1,0,0,0,1,1,17,0,0,0.258,0.776,0.42,0.068,0.64
삼성,8,전병우,2B,3,2,0,0,0,0,1,0,1,1,0,13,0,1,0.000,0.250,0.45,-0.023,-0.08
삼성,,양도근,"PR,2B",1,1,0,0,0,0,0,0,1,0,0,3,0,0,0.000,0.000,0.18,-0.005,-0.19
삼성,9,김성윤,CF,4,3,2,2,0,0,1,0,0,1,0,11,0,1,0.467,1.300,0.51,0.086,0.63
삼성,팀 합계,,,39,36,6,10,3,6,3,0,4,10,12,145,0,13,0.278,0.916,1.10,0.058,0.51
