팀 이름,이름,IP,TBF,H,R,ER,BB,HBP,K,HR,GO-FO,NP-S,IR-IS,GSC,ERA,WHIP,LI,WPA,RE24
두산,최원준,4.0,18,6,3,3,2,0,1,1,3-5,84-52,0-0,37,6.75,2.00,0.90,-0.131,-0.26
두산,김호준,0.2,4,2,2,2,0,0,1,1,1-0,15-9,0-0,,27.00,3.00,0.76,-0.119,-0.66
두산,최준호,0.0,4,2,3,3,1,1,0,0,0-0,16-7,1-1,,27.00,5.00,1.36,-0.273,-4.00
두산,박정수,0.1,1,0,0,0,0,0,0,0,1-0,5-3,1-0,,0.00,0.00,0.16,0.003,0.35
두산,박신지,2.0,8,2,0,0,0,0,1,0,4-1,39-24,0-0,,0.00,1.00,0.08,0.008,1.37
두산,김정우,1.0,4,0,0,0,1,0,1,0,2-0,20-11,0-0,,0.00,1.00,0.02,0.001,0.68
두산,팀 합계,8.0,39,12,8,8,4,1,4,2,11-6,179-106,2-1,37,9.00,2.00,0.55,-0.511,-2.52
KT,고영표,4.2,23,8,3,3,1,1,5,0,6-2,94-61,0-0,40,5.79,1.93,1.41,-0.132,-0.33
KT,김민수,1.1,4,1,0,0,0,0,2,0,0-0,22-16,2-0,,6.00,1.67,0.70,0.087,1.43
KT,손동현,1.0,4,1,0,0,0,0,1,0,0-2,11-8,0-0,,0.00,0.38,0.22,0.017,0.68
KT,우규민,1.0,3,0,0,0,0,0,1,0,1-1,8-5,0-0,,0.00,0.00,0.16,0.012,0.68
KT,최동환,1.0,4,2,0,0,0,0,1,0,0-1,17-12,0-0,,0.00,2.00,0.18,0.006,0.68
KT,팀 합계,9.0,38,12,3,3,1,1,10,0,7-6,152-102,2-0,40,3.00,1.44,0.53,-0.010,3.14
