팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
KIA,1,김선빈,2B,3,3,0,1,0,0,0,0,1,1,0,11,0,1,0.435,1.041,1.06,-0.021,-0.20
KIA,,변우혁,3B,2,2,0,0,0,0,0,0,2,0,0,10,0,5,0.182,0.523,0.84,-0.047,-1.45
KIA,2,홍종표,"3B,2B",4,4,0,0,0,0,0,0,2,2,0,13,0,2,0.000,0.125,0.99,-0.099,-1.19
KIA,3,나성범,RF,4,3,0,0,0,0,1,0,1,2,0,22,1,0,0.333,1.291,0.81,-0.077,-0.97
KIA,4,최형우,DH,4,4,1,1,0,0,0,0,0,1,2,11,0,1,0.261,0.868,0.88,0.029,0.01
KIA,5,위즈덤,1B,4,2,1,1,1,2,1,0,1,0,1,19,0,0,0.222,1.034,0.88,0.143,1.38
KIA,6,이우성,LF,3,3,0,1,0,0,0,0,1,0,1,6,0,0,0.304,0.855,0.48,-0.013,-0.29
KIA,,박정우,LF,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.667,1.667,0.35,0.017,0.59
KIA,7,최원준,CF,3,3,0,2,0,0,0,0,1,0,0,11,0,0,0.348,0.878,0.74,-0.032,-0.25
KIA,,박재현,PH,1,1,0,0,0,0,0,0,0,0,1,2,0,2,0.000,0.000,0.77,-0.017,-0.48
KIA,8,김태군,C,3,3,0,0,0,0,0,0,0,2,1,13,0,2,0.200,0.450,0.82,0.004,-0.11
KIA,,서건창,PH,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0.200,0.600,0.43,-0.010,-0.64
KIA,9,김규성,SS,3,3,0,1,0,0,0,0,2,0,0,15,0,1,0.385,0.814,0.89,-0.031,-0.30
KIA,,한준수,PH,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0.214,0.981,0.13,0.009,0.38
KIA,팀 합계,,,37,33,2,8,1,2,3,0,11,8,7,141,1,16,0.242,0.661,2.01,-0.145,-3.52
한화,1,황영묵,2B,5,4,1,0,0,1,1,0,1,3,0,23,0,2,0.077,0.354,1.99,0.115,-0.39
한화,2,최인호,LF,4,3,0,0,0,1,0,1,1,2,0,22,0,1,0.000,0.286,1.93,0.109,0.23
한화,,이재원,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
한화,3,플로리얼,CF,4,3,0,1,0,2,1,0,1,1,0,17,0,0,0.095,0.383,1.32,0.191,3.15
한화,4,노시환,3B,4,4,0,0,0,0,0,0,2,1,0,18,0,3,0.217,0.695,1.15,-0.133,-1.66
한화,5,채은성,DH,4,3,0,1,0,0,1,0,1,1,0,23,0,0,0.222,0.633,0.88,0.024,0.12
한화,6,김태연,1B,4,4,2,2,1,1,0,0,0,1,1,15,1,2,0.227,0.656,1.14,-0.018,-0.24
한화,7,임종찬,RF,3,2,0,0,0,0,1,0,1,0,1,12,0,1,0.125,0.597,1.05,-0.031,-0.42
한화,,이원석,"PR,RF",1,1,1,0,0,0,0,0,0,1,0,3,0,1,0.000,0.000,0.99,0.021,-0.09
한화,8,최재훈,C,2,2,0,2,0,0,0,0,0,0,0,6,0,0,0.250,0.583,1.26,0.015,0.25
한화,,이진영,"PH,LF",2,1,2,0,0,0,1,0,0,1,0,11,0,1,0.000,0.500,1.40,0.035,1.16
한화,9,심우준,SS,2,2,0,0,0,0,0,0,0,2,0,13,0,1,0.059,0.229,1.06,-0.042,-0.44
한화,,문현빈,PH,1,0,1,0,0,0,1,0,0,0,0,6,0,0,0.167,0.564,3.66,0.061,0.37
한화,,이도윤,SS,1,1,0,1,0,1,0,0,0,0,0,3,0,0,1.000,3.000,0.08,0.007,1.06
한화,팀 합계,,,37,30,7,7,1,6,6,1,7,13,2,172,1,12,0.233,0.811,4.48,0.354,3.10
