팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
SSG,1,최지훈,CF,3,3,1,1,0,0,0,0,1,1,0,8,0,0,0.318,0.885,0.54,-0.013,-0.13
SSG,,오태곤,"PH,LF",1,1,0,1,0,1,0,0,0,0,0,5,0,0,0.250,1.150,0.07,0.005,1.24
SSG,2,박성한,SS,3,3,1,1,1,1,0,0,0,1,1,17,0,1,0.357,1.193,0.78,0.053,0.58
SSG,,김성현,2B,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0.000,0.000,0.17,-0.005,-0.47
SSG,3,에레디아,LF,3,3,0,1,0,1,0,0,0,0,2,11,0,0,0.273,0.701,0.68,-0.015,0.19
SSG,,최상민,"PH,CF",1,1,0,0,0,0,0,0,1,0,0,4,0,1,0.000,0.000,0.08,-0.002,-0.39
SSG,4,한유섬,DH,4,4,0,0,0,0,0,0,2,0,1,12,0,0,0.167,0.334,0.47,-0.047,-1.07
SSG,5,고명준,1B,4,4,0,2,0,0,0,0,0,1,1,19,0,0,0.263,0.596,0.30,-0.024,0.26
SSG,6,이지영,C,3,2,0,0,0,0,1,0,1,0,1,15,0,1,0.133,0.368,0.56,-0.019,-0.53
SSG,,조형우,C,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0.250,0.500,0.06,-0.002,-0.23
SSG,7,안상현,"2B,SS",3,3,0,0,0,0,0,0,3,0,0,12,0,2,0.333,0.762,0.57,-0.045,-0.70
SSG,,정준재,PH,1,1,0,0,0,0,0,0,0,1,0,2,0,2,0.238,0.559,0.02,0.001,0.14
SSG,8,하재훈,RF,4,4,0,0,0,0,0,0,1,1,1,16,0,2,0.190,0.560,0.35,-0.036,-1.24
SSG,9,박지환,3B,3,3,1,1,0,0,0,0,1,0,1,10,0,0,0.278,0.628,0.42,-0.029,-0.20
SSG,팀 합계,,,35,34,3,7,1,3,1,0,10,7,8,135,0,11,0.206,0.553,2.54,-0.178,-2.55
키움,1,푸이그,LF,5,5,2,2,1,2,0,0,0,3,0,14,0,3,0.385,1.121,0.57,0.156,1.97
키움,,박주홍,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.428,0.00,0.000,0.00
키움,2,이주형,CF,5,5,1,1,0,0,0,0,3,1,0,27,0,3,0.385,0.929,0.55,-0.023,-0.74
키움,3,카디네스,RF,4,3,1,1,0,1,1,0,0,0,2,15,0,0,0.429,1.279,0.45,0.015,0.36
키움,,이형종,RF,1,1,0,0,0,0,0,0,1,0,0,4,0,1,0.000,0.000,0.01,0.000,-0.23
키움,4,송성문,2B,5,5,1,2,0,2,0,0,1,1,1,15,0,2,0.259,0.703,0.27,0.037,1.17
키움,5,최주환,1B,4,3,0,1,0,1,1,0,0,2,0,22,0,1,0.423,1.118,0.38,-0.023,1.78
키움,6,전태현,DH,4,3,1,1,0,0,1,0,2,0,0,18,0,1,0.571,1.339,0.46,0.044,0.36
키움,7,김동헌,C,4,3,1,0,0,0,1,0,2,1,0,18,0,3,0.231,0.564,0.70,0.033,-0.48
키움,,김재현,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.473,0.00,0.000,0.00
키움,8,김태진,SS,4,4,1,2,0,0,0,0,1,1,0,12,0,0,0.308,0.785,0.55,0.073,1.30
키움,9,어준서,3B,4,3,1,1,0,1,0,0,0,1,2,9,0,3,0.444,1.178,0.66,0.009,-0.41
키움,,오선진,3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.536,0.00,0.000,0.00
키움,팀 합계,,,40,35,9,11,1,7,4,0,10,10,5,154,0,17,0.314,0.946,1.53,0.321,5.08
