팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
LG,1,홍창기,"DH,RF",6,4,0,0,0,0,0,1,2,1,1,23,1,5,0.227,0.643,1.22,-0.048,-1.71
LG,2,송찬의,LF,4,4,0,2,0,0,0,0,1,1,0,22,0,1,0.421,1.239,1.10,0.038,0.22
LG,,최원영,"PR,RF",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
LG,,이영빈,"PH,RF",2,2,0,0,0,0,0,0,2,0,0,10,0,2,0.000,0.000,1.60,-0.165,-1.05
LG,,이지강,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
LG,3,오스틴,1B,5,3,1,1,1,1,2,0,0,1,0,11,0,2,0.318,1.080,1.93,0.090,0.77
LG,4,문보경,3B,5,3,1,0,0,0,2,0,0,3,0,19,0,4,0.381,1.376,1.52,-0.015,-0.05
LG,5,박동원,C,5,5,1,3,0,1,0,0,0,1,1,16,0,3,0.400,1.078,1.82,0.201,1.19
LG,6,문정빈,RF,3,3,0,0,0,0,0,0,1,1,1,14,0,3,0.167,0.834,1.25,-0.138,-1.68
LG,,김현수,"PH,LF",2,2,1,1,0,0,0,0,1,0,0,7,0,2,0.188,0.566,1.36,-0.022,-0.18
LG,7,구본혁,SS,3,2,0,1,0,0,1,0,0,1,0,15,0,0,0.333,1.094,1.16,0.049,0.82
LG,,오지환,"PH,SS",2,1,1,1,0,1,0,0,0,0,0,6,0,2,0.190,0.560,1.42,0.132,0.04
LG,8,박해민,CF,5,3,2,0,0,0,2,0,1,0,2,21,0,5,0.263,0.733,2.10,0.205,0.95
LG,9,신민재,2B,5,4,0,2,0,3,1,0,0,1,1,17,0,0,0.455,0.993,1.44,0.212,2.14
LG,팀 합계,,,47,36,8,11,1,6,8,1,8,10,6,181,1,29,0.306,0.888,4.48,0.539,1.46
NC,1,권희동,LF,1,0,1,0,0,0,0,1,0,0,0,5,0,0,0.583,1.616,0.87,0.035,0.45
NC,,한재환,"PH,LF",3,3,0,0,0,0,0,0,1,1,0,14,0,4,0.250,0.583,2.35,-0.178,-1.40
NC,,천재환,LF,1,1,0,0,0,0,0,0,0,0,1,6,0,0,0.125,0.250,0.44,-0.011,-0.29
NC,2,김주원,SS,5,4,0,0,0,0,1,0,1,1,2,21,0,3,0.333,0.789,1.59,0.002,-0.52
NC,3,손아섭,DH,5,4,0,2,0,2,1,0,0,0,1,19,0,0,0.478,1.147,1.60,0.337,2.12
NC,4,데이비슨,1B,4,4,0,1,0,1,0,0,2,1,0,15,0,3,0.364,1.120,2.03,-0.035,-0.20
NC,5,박건우,RF,4,3,1,1,0,0,1,0,2,0,0,14,0,3,0.348,0.838,1.89,0.008,-0.29
NC,6,김형준,C,4,4,0,1,0,1,0,0,2,0,1,14,0,3,0.250,0.586,2.47,-0.045,-1.16
NC,7,도태훈,2B,4,4,0,2,0,0,0,0,0,1,1,18,1,0,0.308,0.862,2.04,-0.041,-0.26
NC,8,김휘집,3B,3,3,0,1,0,0,0,0,0,1,1,10,0,1,0.200,0.494,1.30,0.011,-0.19
NC,,서호철,"PR,3B",1,1,1,0,0,0,0,0,1,0,0,3,0,1,0.182,0.432,3.94,-0.091,-0.45
NC,9,박시원,CF,4,3,1,1,0,0,1,0,1,1,0,18,0,1,0.429,1.127,1.94,0.049,0.67
NC,팀 합계,,,39,34,4,9,0,4,4,1,10,6,7,157,1,19,0.265,0.653,4.49,0.041,-1.52
