팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
롯데,1,전준우,LF,4,3,0,0,0,1,0,0,1,1,2,11,0,2,0.171,0.454,1.38,-0.041,-0.74
롯데,,한태양,2B,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0.600,1.267,0.16,0.004,0.12
롯데,2,정훈,DH,5,5,0,1,0,0,0,0,3,1,0,24,0,1,0.217,0.768,0.90,-0.102,-0.73
롯데,3,나승엽,1B,4,3,0,1,0,0,1,0,1,0,1,14,0,0,0.263,0.833,0.81,0.052,0.16
롯데,,장두성,"PR,CF",1,1,1,0,0,0,0,0,0,1,0,2,0,2,0.500,1.000,0.57,-0.015,-0.54
롯데,4,레이예스,"RF,LF",4,4,0,3,0,1,0,0,1,0,0,10,0,1,0.225,0.533,1.33,0.302,1.88
롯데,,김동혁,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
롯데,5,김민성,"2B,1B",4,4,0,0,0,0,0,0,1,2,1,11,0,4,0.222,0.485,1.18,-0.108,-1.40
롯데,6,윤동희,"CF,RF",4,4,1,1,0,0,0,0,1,2,0,13,0,3,0.167,0.609,1.18,-0.053,-0.79
롯데,7,이호준,SS,4,3,2,2,0,0,1,0,0,1,0,14,0,1,0.444,1.583,1.33,0.237,2.17
롯데,8,전민재,3B,4,3,0,0,0,0,0,0,1,1,1,11,0,4,0.167,0.433,1.47,-0.148,-1.71
롯데,9,정보근,C,4,4,0,1,0,2,0,0,1,2,0,12,0,1,0.250,0.572,1.52,0.016,0.08
롯데,팀 합계,,,39,35,4,10,0,4,2,0,10,11,5,125,0,19,0.286,0.745,2.37,0.144,-1.50
한화,1,황영묵,2B,5,4,0,2,0,0,1,0,0,2,0,21,0,2,0.233,0.691,1.78,-0.006,-0.05
한화,2,안치홍,DH,5,3,0,0,0,0,2,0,0,0,1,16,0,2,0.048,0.215,2.18,-0.059,-0.38
한화,3,플로리얼,CF,5,4,0,0,0,0,1,0,2,2,0,21,0,6,0.111,0.405,2.27,-0.256,-1.83
한화,4,노시환,3B,4,4,1,1,0,0,0,0,0,3,0,15,0,3,0.158,0.495,1.66,-0.082,-0.61
한화,5,채은성,1B,4,4,0,0,0,0,0,0,2,1,1,10,0,1,0.212,0.581,1.55,-0.151,-1.23
한화,6,김태연,LF,4,4,1,1,0,0,0,0,1,1,1,18,0,1,0.200,0.586,1.14,0.097,0.91
한화,7,임종찬,RF,2,2,0,1,0,0,0,0,1,0,0,6,0,1,0.143,0.550,0.96,-0.029,-0.35
한화,,이진영,"PH,RF",2,2,0,1,0,1,0,0,1,0,0,6,0,0,0.286,0.873,2.37,0.145,0.97
한화,8,최재훈,C,2,2,0,0,0,0,0,0,2,0,0,12,0,2,0.313,0.734,1.15,-0.065,-0.63
한화,,문현빈,PH,1,1,0,0,0,1,0,0,0,1,0,3,0,1,0.190,0.578,2.67,0.013,-0.13
한화,,이재원,C,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0.222,0.444,1.19,0.061,0.29
한화,,이원석,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
한화,9,심우준,SS,4,3,0,0,0,0,1,0,0,1,2,24,0,1,0.233,0.581,1.76,-0.025,-0.44
한화,팀 합계,,,39,34,2,7,0,2,5,0,9,11,5,154,0,20,0.206,0.573,6.89,-0.357,-3.48
