팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
삼성,1,김지찬,CF,6,6,1,2,0,2,0,0,1,2,1,20,0,1,0.467,1.129,0.64,0.021,0.57
삼성,2,이재현,SS,6,5,1,2,0,1,1,0,1,1,1,28,0,1,0.364,1.290,0.45,-0.019,0.19
삼성,3,구자욱,DH,5,4,1,0,0,0,1,0,2,2,0,21,0,4,0.259,0.900,0.60,0.003,0.32
삼성,4,강민호,C,5,4,1,1,0,0,1,0,1,2,0,22,0,4,0.240,0.721,1.21,0.158,0.11
삼성,,이병헌,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.666,0.00,0.000,0.00
삼성,5,박병호,1B,3,2,1,0,0,0,1,0,1,1,0,19,0,1,0.217,1.031,1.43,0.043,0.04
삼성,,디아즈,"PH,1B",2,2,0,1,0,1,0,0,0,0,1,9,0,0,0.259,0.795,0.20,0.028,0.69
삼성,6,김영웅,3B,4,4,1,3,0,1,0,0,0,0,1,9,0,0,0.462,1.195,1.24,0.114,1.72
삼성,,전병우,3B,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0.000,0.200,0.00,0.000,0.29
삼성,7,김헌곤,LF,4,4,1,1,0,1,0,0,1,1,1,20,0,3,0.250,0.686,1.23,0.083,-0.35
삼성,,윤정빈,"PH,LF",1,1,1,0,0,0,0,0,0,1,0,1,0,1,0.000,0.125,0.00,0.000,-0.36
삼성,8,양도근,2B,2,2,0,0,0,0,0,0,1,0,1,9,0,0,0.000,0.000,0.73,-0.037,-0.42
삼성,,류지혁,"PH,2B",3,3,3,3,0,1,0,0,0,0,0,8,0,0,0.429,0.909,0.87,0.116,1.92
삼성,9,김성윤,RF,5,4,2,2,0,2,0,0,1,0,1,18,0,2,0.429,1.143,0.76,-0.042,2.76
삼성,팀 합계,,,47,41,13,15,0,9,5,0,9,10,7,189,0,17,0.366,0.874,2.34,0.468,7.48
두산,1,김민석,LF,3,3,0,0,0,0,0,0,1,2,0,15,1,1,0.200,0.511,0.70,-0.010,-0.28
두산,,김인태,LF,1,1,0,0,0,0,0,0,1,0,0,5,0,0,0.500,1.000,0.02,0.000,-0.19
두산,2,김재환,DH,4,4,1,1,0,0,0,0,1,2,0,17,0,1,0.267,0.723,0.75,0.028,-0.20
두산,3,강승호,3B,4,3,1,0,0,0,1,0,1,1,1,18,0,1,0.296,0.826,0.74,-0.005,-0.48
두산,4,케이브,RF,3,2,0,1,0,1,1,0,0,0,1,11,0,1,0.250,0.732,1.06,0.121,1.24
두산,,박계범,PH,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0.000,0.000,0.00,0.000,-0.19
두산,5,양의지,C,3,2,0,0,0,1,0,0,0,0,2,7,0,2,0.211,0.571,0.89,-0.050,-0.96
두산,,김기연,C,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0.250,0.500,0.00,0.000,-0.13
두산,6,양석환,1B,3,3,0,0,0,0,0,0,2,0,1,12,0,1,0.231,0.490,0.57,-0.042,-0.84
두산,7,박준영,SS,3,3,0,0,0,0,0,0,1,1,1,10,0,1,0.190,0.499,0.38,-0.031,-0.57
두산,8,이유찬,2B,3,3,0,0,0,0,0,0,0,1,1,12,0,0,0.176,0.398,0.54,-0.041,-0.71
두산,9,정수빈,CF,3,3,0,1,0,0,0,0,0,2,0,11,0,0,0.364,0.871,0.39,-0.003,-0.19
두산,,전다민,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
두산,팀 합계,,,32,29,2,3,0,2,2,0,8,9,7,126,1,8,0.103,0.294,0.86,-0.033,-3.50
