팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
NC,1,박민우,2B,5,5,0,1,0,0,0,0,2,2,0,14,0,5,0.304,0.838,1.16,-0.096,-1.48
NC,2,김주원,SS,4,3,0,0,0,0,1,0,0,1,2,17,0,0,0.258,0.641,0.87,0.002,-0.02
NC,3,손아섭,RF,3,3,0,0,0,0,0,0,1,2,0,10,0,2,0.448,1.052,1.35,-0.107,-0.95
NC,,천재환,"PH,RF",1,1,0,0,0,0,0,0,1,0,0,4,0,0,0.100,0.200,0.06,-0.001,-0.13
NC,4,데이비슨,DH,4,4,0,1,0,0,0,0,2,0,1,15,0,2,0.367,1.156,0.89,-0.032,-0.87
NC,5,박건우,CF,3,2,0,0,0,0,1,0,0,2,0,9,0,2,0.286,0.716,1.34,-0.038,-0.51
NC,,박세혁,PH,1,1,0,0,0,0,0,0,0,1,0,5,0,0,0.000,0.000,0.07,-0.002,-0.19
NC,6,권희동,LF,3,3,0,1,0,0,0,0,1,1,0,16,0,2,0.421,1.212,1.64,-0.042,-0.38
NC,,박시원,PH,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0.444,1.101,0.02,0.001,0.12
NC,7,도태훈,1B,4,3,0,1,0,0,0,0,1,0,1,13,0,1,0.278,0.739,1.13,-0.084,-0.42
NC,8,김형준,C,3,3,0,0,0,0,0,0,1,0,2,13,0,1,0.240,0.669,1.15,-0.086,-0.74
NC,,한재환,PH,1,1,0,1,0,1,0,0,0,0,0,3,0,0,0.300,0.664,0.13,0.008,1.02
NC,9,김휘집,3B,4,2,0,0,0,0,2,0,1,0,1,16,0,0,0.238,0.741,1.03,-0.003,0.05
NC,팀 합계,,,37,32,1,6,0,1,4,0,10,9,7,139,0,15,0.188,0.497,3.61,-0.480,-4.50
키움,1,푸이그,LF,4,4,1,2,1,4,0,0,0,0,2,12,0,1,0.311,0.948,1.15,0.131,2.28
키움,2,이주형,CF,4,4,0,0,0,0,0,0,2,1,1,15,0,2,0.349,0.939,0.70,-0.086,-1.13
키움,3,카디네스,RF,4,2,0,0,0,0,2,0,0,1,1,17,0,1,0.333,1.019,0.72,-0.017,-0.13
키움,,박주홍,"PR,RF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190,0.417,0.00,0.000,0.00
키움,4,최주환,DH,4,4,0,0,0,0,0,0,2,1,1,19,0,3,0.378,1.039,0.83,-0.084,-1.33
키움,5,김건희,C,4,4,1,1,0,0,0,0,2,0,1,15,0,1,0.250,0.500,0.62,-0.001,-0.33
키움,6,전태현,2B,3,1,0,0,0,0,1,0,1,0,0,12,0,1,0.417,0.981,1.02,-0.018,-0.21
키움,,송성문,"PH,2B",1,1,0,0,0,0,0,0,1,0,0,4,0,0,0.220,0.685,0.02,0.000,-0.19
키움,7,강진성,1B,4,3,1,2,0,1,1,0,0,1,0,18,0,2,0.500,1.100,0.85,0.069,0.63
키움,8,김태진,SS,4,3,1,1,0,0,1,0,0,2,0,17,1,1,0.267,0.633,0.73,0.014,0.17
키움,9,오선진,3B,3,2,1,1,0,0,0,0,1,0,0,11,0,1,0.200,0.573,1.23,0.011,0.37
키움,팀 합계,,,35,28,5,7,1,5,5,0,9,6,6,140,1,13,0.250,0.757,1.57,0.019,0.13
