팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
LG,1,신민재,2B,5,5,0,0,0,0,0,0,1,3,1,20,0,4,0.273,0.655,0.40,-0.052,-1.89
LG,2,문성주,DH,4,3,1,1,0,0,1,0,0,2,0,21,0,0,0.333,0.690,0.34,0.005,0.41
LG,,오지환,"PH,DH",1,1,0,0,0,0,0,0,0,1,0,6,0,0,0.295,0.759,0.02,-0.001,-0.19
LG,3,오스틴,1B,5,5,1,2,0,0,0,0,1,1,1,20,1,0,0.340,1.108,0.30,0.038,0.05
LG,4,문보경,3B,5,5,0,2,0,1,0,0,1,1,1,17,0,2,0.370,1.067,0.40,0.032,1.26
LG,,문정빈,"PR,3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.607,0.00,0.000,0.00
LG,5,김현수,LF,4,3,2,2,0,0,1,0,0,1,0,15,0,1,0.351,0.928,0.58,-0.016,0.80
LG,,최원영,"PR,LF",1,1,1,0,0,0,0,0,1,0,0,4,0,1,0.125,0.361,0.01,0.000,-0.44
LG,6,박동원,C,5,3,1,2,0,1,2,0,0,1,0,12,1,0,0.333,0.977,0.43,0.077,2.36
LG,7,송찬의,RF,4,4,1,2,1,4,0,0,1,0,0,18,0,4,0.268,0.830,0.89,0.248,1.79
LG,8,구본혁,SS,4,4,0,2,0,1,0,0,1,1,0,14,0,1,0.208,0.637,0.32,0.031,0.44
LG,9,박해민,CF,4,4,0,0,0,0,0,0,2,1,1,17,0,5,0.216,0.653,0.34,-0.036,-2.06
LG,팀 합계,,,42,38,7,13,1,7,4,0,8,12,4,164,2,18,0.342,0.879,1.34,0.326,2.53
키움,1,송성문,2B,4,4,0,0,0,0,0,0,0,2,2,11,0,1,0.200,0.634,0.53,-0.043,-0.81
키움,,오선진,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.690,0.00,0.000,0.00
키움,2,푸이그,LF,4,3,0,0,0,0,1,0,2,1,0,15,0,1,0.254,0.776,0.42,-0.042,-0.82
키움,,여동욱,"PR,3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.691,0.00,0.000,0.00
키움,3,이주형,CF,4,4,0,2,0,0,0,0,1,1,0,10,0,1,0.316,0.900,0.29,0.014,-0.19
키움,,장재영,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.200,0.00,0.000,0.00
키움,4,박주홍,"RF,1B",4,4,1,1,0,0,0,0,2,1,0,15,0,3,0.281,0.833,0.46,-0.045,-0.45
키움,5,전태현,"3B,LF",4,4,1,1,0,0,0,0,0,3,0,11,0,0,0.351,0.861,0.42,-0.027,0.38
키움,6,강진성,1B,2,2,0,0,0,0,0,0,0,1,1,5,0,0,0.182,0.490,0.41,-0.020,-0.39
키움,,임병욱,"PH,RF",2,2,0,1,0,1,0,0,0,1,0,6,0,0,0.333,0.762,0.32,0.025,0.50
키움,7,김웅빈,DH,4,4,0,1,0,0,0,0,0,1,2,15,1,0,0.167,0.542,0.39,-0.054,-0.99
키움,8,김건희,C,4,4,1,1,1,1,0,0,1,1,1,16,0,1,0.214,0.679,0.23,0.008,0.33
키움,9,김태진,SS,3,3,0,1,0,0,0,0,1,0,1,10,0,0,0.238,0.590,0.31,0.011,-0.03
키움,팀 합계,,,35,34,3,8,1,2,1,0,7,12,7,114,1,7,0.235,0.610,0.95,-0.173,-2.47
