팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
KT,1,로하스,RF,6,4,0,0,0,1,1,0,2,1,2,20,0,4,0.111,0.509,2.00,-0.082,-1.19
KT,2,강백호,C,4,4,0,0,0,0,0,0,1,0,3,17,0,1,0.194,0.543,0.89,-0.092,-0.93
KT,,장성우,C,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0.107,0.274,2.32,0.082,0.45
KT,,천성호,"PR,1B",1,0,0,0,0,0,1,0,0,0,0,6,0,0,0.211,0.691,4.62,0.135,0.88
KT,3,허경민,3B,6,4,0,1,0,1,1,0,0,1,3,27,0,2,0.371,0.835,2.01,0.194,-0.41
KT,4,김민혁,LF,4,4,0,1,0,0,0,0,0,3,0,17,0,0,0.400,0.871,0.78,-0.029,-0.32
KT,,최성민,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
KT,,안치영,"PH,LF",2,1,0,0,0,0,0,0,1,0,0,4,0,4,0.000,0.000,2.48,-0.012,-0.63
KT,5,김상수,SS,5,2,1,0,0,0,3,0,0,1,0,19,0,2,0.375,1.114,1.71,0.001,1.32
KT,,권동진,SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
KT,6,문상철,DH,5,5,0,1,0,0,0,0,3,1,0,25,0,5,0.200,0.511,2.17,-0.218,-1.52
KT,7,황재균,1B,5,4,1,1,0,0,1,0,2,1,0,27,0,3,0.200,0.517,2.48,-0.073,-0.35
KT,,조대현,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
KT,8,오윤석,2B,5,4,2,1,0,2,0,0,0,2,1,16,0,3,0.222,0.744,1.89,0.333,1.66
KT,9,배정대,CF,5,4,0,1,0,0,0,0,1,2,0,19,0,5,0.226,0.694,1.73,-0.053,-0.70
KT,팀 합계,,,49,37,4,7,0,4,7,0,10,12,9,201,0,29,0.189,0.520,4.18,0.186,-1.74
롯데,1,전준우,DH,5,4,0,2,0,0,1,0,1,0,0,22,0,0,0.214,0.576,1.81,0.039,0.78
롯데,2,손호영,3B,5,5,0,1,0,0,0,0,2,0,0,17,0,2,0.194,0.459,1.29,-0.077,-0.28
롯데,3,나승엽,1B,5,4,1,1,1,1,1,0,1,2,0,19,0,2,0.226,0.757,1.74,0.035,0.94
롯데,4,레이예스,LF,5,4,0,1,0,1,0,0,1,2,1,20,0,4,0.194,0.432,1.56,-0.048,-1.58
롯데,5,윤동희,RF,5,3,1,0,0,0,2,0,1,2,0,21,1,4,0.136,0.503,2.09,-0.076,-1.04
롯데,6,김민성,2B,4,3,0,1,0,0,1,0,0,1,1,18,0,0,0.300,0.664,1.50,0.130,0.43
롯데,,전민재,"PR,SS",1,0,1,0,0,0,0,0,0,0,0,2,0,1,0.200,0.517,5.40,-0.054,-0.22
롯데,7,정보근,C,4,3,0,0,0,0,0,0,1,1,1,16,0,3,0.263,0.616,2.06,-0.120,-1.23
롯데,,유강남,PH,1,1,0,0,0,0,0,0,0,1,0,4,0,1,0.273,0.606,4.90,-0.119,-0.41
롯데,8,이호준,SS,3,3,0,0,0,0,0,0,1,2,0,12,0,2,0.000,0.250,0.75,-0.058,-0.80
롯데,,정훈,PH,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0.214,0.746,4.90,0.417,1.00
롯데,,한태양,"PR,2B",1,1,0,1,0,1,0,0,0,0,0,7,0,0,0.500,1.100,5.14,0.290,0.27
롯데,9,장두성,CF,5,5,1,2,0,0,0,0,1,2,0,17,0,2,0.571,1.142,1.75,-0.176,-0.59
롯데,팀 합계,,,45,37,4,10,1,4,5,0,9,13,3,177,1,21,0.270,0.754,4.98,0.183,-2.73
