팀 이름,타순,이름,Pos.,PA,AB,R,H,HR,RBI,BB,HBP,SO,GO,FO,NP,GDP,LOB,AVG,OPS,LI,WPA,RE24
롯데,1,윤동희,CF,4,1,1,0,0,0,3,0,0,0,0,18,0,0,0.200,0.629,0.92,0.063,1.01
롯데,2,정훈,DH,4,2,0,0,0,0,2,0,2,0,0,20,0,2,0.167,0.667,1.29,0.062,0.50
롯데,3,나승엽,1B,4,3,0,0,0,0,0,1,0,3,0,15,0,4,0.158,0.411,1.51,-0.018,-0.29
롯데,,최항,"PR,1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.00,0.000,0.00
롯데,4,레이예스,RF,4,3,0,0,0,1,0,0,2,1,1,17,1,3,0.211,0.501,1.51,-0.158,-2.03
롯데,5,전준우,LF,4,4,0,0,0,0,0,0,1,0,3,21,0,3,0.188,0.466,0.98,-0.106,-1.23
롯데,6,손호영,3B,4,3,0,0,0,0,0,1,0,1,2,10,0,0,0.211,0.497,0.98,-0.038,-0.43
롯데,7,박승욱,SS,3,2,1,0,0,0,0,1,1,1,0,12,0,1,0.000,0.125,1.10,0.000,0.12
롯데,,한태양,PH,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0.000,0.500,0.40,0.022,0.29
롯데,8,전민재,2B,3,3,0,0,0,0,0,0,2,0,1,12,0,2,0.250,0.641,1.07,-0.089,-1.06
롯데,,유강남,PH,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0.333,0.762,0.95,0.046,0.57
롯데,,황성빈,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.364,0.00,0.000,0.00
롯데,9,정보근,C,4,4,0,1,0,1,0,0,2,1,0,13,1,2,0.357,0.829,1.54,-0.052,-1.00
롯데,팀 합계,,,36,26,2,2,0,2,6,3,10,7,7,146,2,17,0.077,0.383,2.04,-0.268,-3.55
SSG,1,최지훈,CF,5,4,1,2,0,1,1,0,0,1,1,18,0,0,0.316,0.917,1.19,0.302,2.02
SSG,2,정준재,2B,4,4,2,1,0,0,0,0,1,1,1,20,0,3,0.250,0.586,1.46,-0.100,-0.72
SSG,3,박성한,SS,4,2,1,1,0,1,2,0,0,0,1,23,0,0,0.364,1.043,1.10,0.130,1.90
SSG,4,에레디아,LF,4,4,0,2,0,2,0,0,1,0,1,12,0,3,0.263,0.707,1.94,0.020,0.40
SSG,5,한유섬,DH,4,4,0,2,0,1,0,0,1,0,1,10,0,2,0.214,0.428,1.25,0.187,0.89
SSG,6,하재훈,RF,4,4,0,1,0,0,0,0,3,0,0,14,0,4,0.235,0.690,1.30,-0.027,-0.93
SSG,,이지영,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0.368,0.00,0.000,0.00
SSG,7,고명준,1B,4,4,0,0,0,0,0,0,1,2,0,15,1,5,0.200,0.494,1.54,-0.241,-2.69
SSG,,오태곤,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.904,0.00,0.000,0.00
SSG,8,박지환,3B,4,4,0,1,0,0,0,0,2,0,1,14,0,1,0.267,0.620,1.07,-0.037,-0.48
SSG,9,조형우,C,3,3,0,1,0,0,0,0,1,0,0,16,0,1,0.333,0.666,1.29,0.000,-0.13
SSG,,최상민,"PR,RF",1,1,1,0,0,0,0,0,0,1,0,5,0,0,0.000,0.000,0.08,-0.002,-0.19
SSG,팀 합계,,,37,34,5,11,0,5,3,0,10,5,6,147,1,19,0.324,0.731,4.07,0.232,0.07
